,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Sarunas Jasikevicius,30.0,2,4,2,3,2,2,1,3,10,1,0,5,1,8,lithuania,2000-09-23,china,2000092320,Group A,W
1,Ramunas Siskauskas,30.0,2,4,1,2,0,0,0,0,2,0,1,1,0,5,lithuania,2000-09-23,china,2000092320,Group A,W
2,Saulius Stombergas,25.0,4,9,1,4,1,1,0,3,0,0,0,0,2,10,lithuania,2000-09-23,china,2000092320,Group A,W
3,Tomas Masiulis,23.0,7,8,0,0,2,2,1,3,1,0,0,1,2,16,lithuania,2000-09-23,china,2000092320,Group A,W
4,Darius Songaila,22.0,7,10,0,0,5,6,1,6,3,3,1,0,4,19,lithuania,2000-09-23,china,2000092320,Group A,W
5,Gintaras Einikis,21.0,3,10,0,0,2,2,2,10,2,1,1,2,4,8,lithuania,2000-09-23,china,2000092320,Group A,W
6,Andrius Giedraitis,20.0,2,6,1,3,2,2,1,5,4,1,0,0,2,7,lithuania,2000-09-23,china,2000092320,Group A,W
7,Darius Maskoliunas,15.0,2,4,1,3,0,0,0,0,0,0,0,0,0,5,lithuania,2000-09-23,china,2000092320,Group A,W
8,Eurelijus Zukauskas,14.0,2,6,0,0,0,0,1,5,1,0,1,4,4,4,lithuania,2000-09-23,china,2000092320,Group A,W
9,Totals,,31,61,6,15,14,15,7,35,23,6,4,13,19,82,lithuania,2000-09-23,china,2000092320,Group A,W
0,Guo Shiqiang,36.0,1,8,1,5,1,2,0,4,1,2,0,3,1,4,china,2000-09-23,lithuania,2000092320,Group A,L
1,Yao Ming,35.0,9,12,0,0,5,6,4,7,1,0,0,2,2,23,china,2000-09-23,lithuania,2000092320,Group A,L
2,Wang Zhizhi,26.0,4,11,0,3,4,4,1,6,1,1,2,3,4,12,china,2000-09-23,lithuania,2000092320,Group A,L
3,Sun Jun,23.0,4,6,2,2,2,2,0,1,1,0,0,1,1,12,china,2000-09-23,lithuania,2000092320,Group A,L
4,Hu Weidong,19.0,2,7,1,4,2,3,0,0,1,0,0,1,4,7,china,2000-09-23,lithuania,2000092320,Group A,L
5,Li Nan,16.0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,china,2000-09-23,lithuania,2000092320,Group A,L
6,Zheng Wu,14.0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,china,2000-09-23,lithuania,2000092320,Group A,L
7,Liu Yudong,10.0,3,7,0,0,0,0,0,1,2,0,0,0,1,6,china,2000-09-23,lithuania,2000092320,Group A,L
8,Bateer Mengke,9.0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,china,2000-09-23,lithuania,2000092320,Group A,L
9,Zhang Jinsong,8.0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,china,2000-09-23,lithuania,2000092320,Group A,L
10,Li Xiaoyong,4.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,china,2000-09-23,lithuania,2000092320,Group A,L
11,Totals,,24,59,4,16,14,17,6,25,9,4,2,11,15,66,china,2000-09-23,lithuania,2000092320,Group A,L
