,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Gintaras Einikis,36.0,2,11,0,0,2,2,4,13,1,1,0,1,1,6,lithuania,2000-09-17,italy,200009174,Group A,20004
1,Saulius Stombergas,35.0,4,8,1,3,5,7,2,5,0,2,0,2,1,14,lithuania,2000-09-17,italy,200009174,Group A,20004
2,Ramunas Siskauskas,29.0,1,6,0,3,4,4,4,4,1,1,0,1,2,6,lithuania,2000-09-17,italy,200009174,Group A,20004
3,Sarunas Jasikevicius,28.0,3,12,1,8,1,2,1,3,2,0,0,4,3,8,lithuania,2000-09-17,italy,200009174,Group A,20004
4,Darius Songaila,24.0,1,5,0,0,5,6,1,3,0,1,0,0,4,7,lithuania,2000-09-17,italy,200009174,Group A,20004
5,Tomas Masiulis,15.0,1,4,0,0,2,2,1,7,0,1,0,1,3,4,lithuania,2000-09-17,italy,200009174,Group A,20004
6,Darius Maskoliunas,14.0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,lithuania,2000-09-17,italy,200009174,Group A,20004
7,Mindaugas Timinskas,10.0,1,4,0,0,0,0,0,0,1,1,1,0,2,2,lithuania,2000-09-17,italy,200009174,Group A,20004
8,Andrius Giedraitis,9.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,lithuania,2000-09-17,italy,200009174,Group A,20004
9,Totals,,13,50,2,14,20,27,13,35,5,8,1,10,18,48,lithuania,2000-09-17,italy,200009174,Group A,20004
0,Gregor Fucka,32.0,4,7,0,1,5,6,0,7,1,1,0,0,1,13,italy,2000-09-17,lithuania,200009174,Group A,20004
1,Alessandro Abbio,29.0,1,4,1,3,4,4,0,2,3,0,1,0,3,7,italy,2000-09-17,lithuania,200009174,Group A,20004
2,Andrea Meneghin,24.0,1,7,1,4,0,0,1,3,1,1,0,5,4,3,italy,2000-09-17,lithuania,200009174,Group A,20004
3,Carlton Myers,23.0,4,9,1,2,0,0,1,2,2,0,0,1,4,9,italy,2000-09-17,lithuania,200009174,Group A,20004
4,Roberto Chiacig,21.0,1,2,0,0,3,4,1,5,0,0,0,1,0,5,italy,2000-09-17,lithuania,200009174,Group A,20004
5,Gianluca Basile,19.0,1,6,0,3,1,2,0,0,0,1,1,1,1,3,italy,2000-09-17,lithuania,200009174,Group A,20004
6,Giacomo Galanda,16.0,1,5,1,3,0,0,1,3,1,0,0,0,3,3,italy,2000-09-17,lithuania,200009174,Group A,20004
7,Agostino Li Vecchi,13.0,1,2,0,1,2,2,0,1,0,0,1,2,4,4,italy,2000-09-17,lithuania,200009174,Group A,20004
8,Michele Mian,13.0,1,3,1,2,0,0,1,1,0,0,0,2,0,3,italy,2000-09-17,lithuania,200009174,Group A,20004
9,Marcelo Damiao,11.0,0,1,0,1,0,0,2,4,0,0,0,0,4,0,italy,2000-09-17,lithuania,200009174,Group A,20004
10,Totals,,15,46,5,20,15,18,7,28,8,3,3,12,24,50,italy,2000-09-17,lithuania,200009174,Group A,20004
